BorrowerName,BorrowerAddress,BorrowerCity,BorrowerZip,FranchiseName,NAICSCode,BorrowerZip_6dig,Race,Ethnicity
BURGER LOUNGE OF AMERICA LLC,1917 India St Ste C,San Diego,92101-2250,,722513.0,92101,Unanswered,Unknown/NotStated
THE BRIGANTINE INC.,7889 Ostrow St,San Diego,92111-3602,,722511.0,92111,Unanswered,Unknown/NotStated
T.B. PENICK &AMP; SONS INC.,15435 Innovation Dr Ste 200,San Diego,92128-3444,,236220.0,92128,Unanswered,Unknown/NotStated
T-12 THREE LLC,207 5th Ave,San Diego,92101-6908,,721110.0,92101,Unanswered,Unknown/NotStated
SUNEVA MEDICAL INC.,5870 Pacific Center Blvd,San Diego,92121-4204,,339112.0,92121,Unanswered,Unknown/NotStated
BALBOA TRAVEL INCORPORATED,5414 Oberlin Dr Ste 300,San Diego,92121-4744,,561510.0,92121,Unanswered,Hispanic or Latino
JPI CONSTRUCTION INC,8170 Ronson Rd Ste C,San Diego,92111-2008,,238310.0,92111,Asian,Not Hispanic or Latino
PREMIER BUSINESS SUPPORT LLC,2763 Camino del Rio S,San Diego,92108-3708,,541199.0,92108,Unanswered,Unknown/NotStated
FISH MARKET RESTAURANTS INC.,1 Tuna Ln Ste 3,San Diego,92101-5808,,722511.0,92101,White,Not Hispanic or Latino
NATIONAL FUNDING INC.,9820 Towne Centre Dr Ste 2,San Diego,92121-1912,,522310.0,92121,Unanswered,Unknown/NotStated
EVANS HOTELS LLC,998 W Mission Bay Dr,San Diego,92109-7803,,721110.0,92109,White,Not Hispanic or Latino
RGC GASLAMP LLC,343 4th Ave,San Diego,92101-6901,,531390.0,92101,Unanswered,Unknown/NotStated
KIMBALL TIREY & ST. JOHN LLP,7676 Hazard Center Dr Ste 900,San Diego,92108-4515,,541110.0,92108,White,Not Hispanic or Latino
F & B ASSOCIATES INC,4901 Morena Blvd Ste 1107,San Diego,92117-3497,,722410.0,92117,White,Not Hispanic or Latino
MODERN TIMES DRINKS INC.,3725 Greenwood St,San Diego,92110-4441,,312120.0,92110,Unanswered,Unknown/NotStated
KINGS & CONVICTS BP LLC,9045 Carroll Way,San Diego,92121-2405,,722410.0,92121,Unanswered,Unknown/NotStated
POINT B INC.,17065 Camino San Bernardo Ste 200,San Diego,92127-5737,,511210.0,92127,White,Not Hispanic or Latino
CORNERSTONE FIRST MORTGAGE INC,2655 Camino del Rio N Ste 450,San Diego,92108-1603,,522310.0,92108,White,Unknown/NotStated
SAMUMED LLC,9360 Towne Centre Dr,San Diego,92121-3030,,621511.0,92121,Unanswered,Unknown/NotStated
ASSOCIATED MICROBREWERIES LTD,5965 Santa Fe St Ste E,San Diego,92109-1623,,722511.0,92109,Unanswered,Unknown/NotStated
SAN DIEGO SYMPHONY ORCHESTRA,1245 7th Ave,San Diego,92101-4302,,711130.0,92101,Unanswered,Unknown/NotStated
ATLAS CONSTRUCTION SUPPLY INC,4640 Brinnell St,San Diego,92111-2302,,332312.0,92111,White,Not Hispanic or Latino
BARTELL HOTELS A CALIFORNIA LIMITEDPARTNERSHIP,4875 N Harbor Dr Fl 5,San Diego,92106-2304,,721110.0,92106,White,Not Hispanic or Latino
US GRANT HOTEL SAN DIEGO LLC,326 Broadway,San Diego,92101-4812,,721110.0,92101,White,Not Hispanic or Latino
SAN DIEGO CONVENTION CENTER CORPORATION,111 W Harbor Dr,San Diego,92101-7822,,531120.0,92101,Unanswered,Unknown/NotStated
GLOBAL EQUITY FINANCE INC.,404 Camino del Rio S Ste 300,San Diego,92108-3586,,522310.0,92108,White,Hispanic or Latino
KIRSCHCOHN INC.,2225 Hancock St,San Diego,92110-2033,,722511.0,92110,Unanswered,Unknown/NotStated
PACIFIC BUILDING GROUP,9752 Aspen Creek Ct,San Diego,92126-1081,,238990.0,92126,White,Unknown/NotStated
SHELTER ISLAND INC,2230 Shelter Island Dr,San Diego,92106-3108,,722511.0,92106,Unanswered,Unknown/NotStated
OLD GLOBE THEATER (NON-PROFIT),1363 Old Globe Way,San Diego,92101-1642,,711190.0,92101,Unanswered,Unknown/NotStated
UNIQUE BUILDING GROUP INC.,8155,SAN DIEGO,92111,,238310.0,92111,Unanswered,Not Hispanic or Latino
KRG JCS LLC,12730 HIGH BLUFF DR  STE 250,SAN DIEGO,92130-3023,,722511.0,92130,Unanswered,Unknown/NotStated
"SOCIAL ADVOCATES FOR YOUTH, SAN DIEGO, INC.",4775 VIEWRIDGE AVE,SAN DIEGO,92123-1641,,624110.0,92123,Unanswered,Unknown/NotStated
"BYCOR GENERAL CONTRACTORS, INC.",6490 Marindustry Pl STE A,SAN DIEGO,92121-2535,,236220.0,92121,Unanswered,Not Hispanic or Latino
"ROCK WEST COMPOSITES, INC.",1602 PRECISION PARK LN,SAN DIEGO,92173-1346,,335991.0,92173,White,Not Hispanic or Latino
RAMONA EGG RANCH INC.,10585 Tierrasanta Blvd,San Diego,92124-2604,,112310.0,92124,White,Not Hispanic or Latino
ELITE SHOW SERVICES INC.,2878 Camino del Rio S Ste 260,San Diego,92108-3855,,561612.0,92108,Unanswered,Unknown/NotStated
SHERWOOD MECHANICAL INC.,6630 Top Gun St,San Diego,92121-4112,,238220.0,92121,Unanswered,Unknown/NotStated
"SHERWOOD MECHANICAL, INC.",6630 Top Gun Street,San Diego,92121,,238220.0,92121,Unanswered,Unknown/NotStated
WMBE PAYROLLING INC.,9475 Chesapeake Dr,San Diego,92123-1336,,561320.0,92123,Unanswered,Unknown/NotStated
SYSINTELLI INC.,9466 Black Mountain Rd Ste 200,San Diego,92126-4550,,541519.0,92126,Unanswered,Unknown/NotStated
"WOODSTOCK'S PIZZA, INC.","1010 TURQUOISE ST, Suite #205",SAN DIEGO,92109-1200,,722513.0,92109,Unanswered,Unknown/NotStated
SYSINTELLI INC.,9466 Black Mountain Rd. Ste 200,SAN DIEGO,92126-4550,,541511.0,92126,Unanswered,Unknown/NotStated
"BREHM COMMUNICATIONS, INC.",16644 W Bernardo Dr Ste 300 0.0,San Diego,92127-1901,,511110.0,92127,Unanswered,Unknown/NotStated
BREHM COMMUNICATIONS INC,16644 W Bernardo Dr Ste 300,San Diego,92127-1900,,511110.0,92127,Unanswered,Unknown/NotStated
CIBUS US LLC,6455 Nancy Ridge Drive,SAN DIEGO,92121,,541712.0,92121,Unanswered,Unknown/NotStated
"PACIFIC LIVING PROPERTIES, INC.",4660 LA JOLLA VILLAGE DR Suite 660,SAN DIEGO,92122-4600,,531311.0,92122,Unanswered,Unknown/NotStated
"PREFERRED HEALTHCARE REGISTRY, INC.",4909 Murphy Canyon Road Suite 310,San Diego,92123-4301,,561311.0,92123,Unanswered,Not Hispanic or Latino
PV SCOTTSDALE HOTEL OWNER SPE LLC,1501 Morena Blvd,San Diego,92110-3731,,721110.0,92110,Unanswered,Unknown/NotStated
RIVULIS IRRIGATION INC,7545 carroll road,SAN DIEGO,92121-2401,,326220.0,92121,White,Unknown/NotStated
BRAND VALUE ACCELERATOR LLC,600 W Broadway Ste 450,San Diego,92101-3311,,541990.0,92101,Unanswered,Unknown/NotStated
"THINKBASIC, INC.",845 15TH ST SUITE 501,SAN DIEGO,92101,,541430.0,92101,Unanswered,Unknown/NotStated
"RESIDENTIAL WHOLESALE MORTGAGE, INC.",11234 El Camino Real,San Diego,92130-2647,,522310.0,92130,Unanswered,Unknown/NotStated
"NEXTIVITY, INC.",16550 W Bernardo Dr. Suite 550,San Diego,92127-1889,,334419.0,92127,Unanswered,Unknown/NotStated
EPIC SCIENCES INC,"9381 Judicial Drive, Suite 200",SAN DIEGO,92121,,541714.0,92121,Unanswered,Unknown/NotStated
DIN TAI FUNG (UTC) RESTAURANT LLC,4301 La Jolla Village Dr Ste 2000,San Diego,92122-1367,,722511.0,92122,Unanswered,Unknown/NotStated
PACIFICA LLV HOTEL LLC,1775 HANCOCK ST STE 200,SAN DIEGO,92110-2036,,721110.0,92110,Unanswered,Unknown/NotStated
RAL INVESTMENT CORPORATION,10065 Old Grove Rd Ste 200,San Diego,92131-1664,,337214.0,92131,White,Hispanic or Latino
FORWARD SLOPE INCORPORATED,2020 CAMINO DEL RIO N STE 400,SAN DIEGO,92108-1543,,541330.0,92108,Unanswered,Unknown/NotStated
PH AUTOMOTIVE HOLDING CORPORATION,4761 CONVOY ST,SAN DIEGO,92111-1914,Honda Automobile Division - Dealer Sales and Service Agreement,441110.0,92111,Unanswered,Unknown/NotStated
"JJ EATS, INC.",2225 Hancock Street,San Diego,92110,,722511.0,92110,Unanswered,Unknown/NotStated
RAL INVESTMENT CORPORATION,10065 Old Grove Road Ste 200,SAN DIEGO,92131,,236220.0,92131,White,Hispanic or Latino
THE SUPER DENTISTS INC.,9737 Aero Dr Ste 100,San Diego,92123-1823,,541990.0,92123,Unanswered,Unknown/NotStated
PATENAUDE &AMP; FELIX A PROFESSIONAL CORPORATION,4545 Murphy Canyon Rd Fl 3,San Diego,92123,,541110.0,92123,White,Not Hispanic or Latino
"GLOBAL CALLCENTER SOLUTIONS, INC",13106 SEA KNOLL CT,SAN DIEGO,92130-3201,,541690.0,92130,Unanswered,Unknown/NotStated
"ASSOCIATED STUDENTS, SAN DIEGO STATE UNIVERSITY",5500 Campanile Dr,San Diego,92182-0001,,611710.0,92182,Unanswered,Unknown/NotStated
THE CYDIO GROUP INC.,591 Camino De La Reina #1150,San Diego,92108,,561320.0,92108,Unanswered,Unknown/NotStated
"STRATA INFORMATION GROUP, INC.",3935 Harney St Ste 203,San Diego,92110,,541512.0,92110,Unanswered,Unknown/NotStated
AMERICAN PROPERTY MANAGEMENT CORPORATION,8910 University Center Ln Ste 640,San Diego,92122-1027,DoubleTree by Hilton,721110.0,92122,White,Hispanic or Latino
LEGAL AID SOCIETY OF SAN DIEGO,110 South Euclid Avenue,SAN DIEGO,92114,,541110.0,92114,Unanswered,Unknown/NotStated
PREFERRED HEALTHCARE REGISTRY,4909 Murphy Canyon Rd Ste 310,San Diego,92123-4301,,561311.0,92123,Unanswered,Not Hispanic or Latino
SIGNTECH ELECTRICAL ADVERTISING INC.,4444 Federal Blvd,San Diego,92102-2505,,339950.0,92102,White,Not Hispanic or Latino
"SIGNTECH ELECTRICAL ADVERTSING, INC",4444 FEDERAL BLVD,SAN DIEGO,92102-2505,,339950.0,92102,White,Not Hispanic or Latino
KING/CHAVEZ ACADEMY OF EXCELLENCE,2260 ISLAND AVE,SAN DIEGO,92102-2921,,611110.0,92102,Unanswered,Unknown/NotStated
"SOUTHLAND ELECTRIC, INC.",4950 Greencraig Lane 0.0,San Diego,92123-1673,,238210.0,92123,Unanswered,Unknown/NotStated
"NU FLOW AMERICA, INC",7710 Kenamar Ct.,SAN DIEGO,92121-2425,,325211.0,92121,Unanswered,Unknown/NotStated
"SAN DIEGO SPORTS MEDICINE AND FAMILY HEALTH CENTER, A MEDICA",6699 ALVARADO RD Ste 2100,SAN DIEGO,92120-5236,,621111.0,92120,Unanswered,Unknown/NotStated
SYDATA INC,6494 WEATHERS PL,SAN DIEGO,92121-2938,,541511.0,92121,Unanswered,Unknown/NotStated
SYDATA INC,6494 Weathers Pl Ste 100,San Diego,92121-2938,,541511.0,92121,Unanswered,Unknown/NotStated
"SUNROAD HS AUTO, INC.",4797 CONVOY ST,SAN DIEGO,92111-1923,Subaru Dealer Agreement,441110.0,92111,Unanswered,Unknown/NotStated
"ISERVE RESIDENTIAL LENDING, LLC",16745 W BERNARDO DR # 100,SAN DIEGO,92127-1908,,522310.0,92127,Unanswered,Unknown/NotStated
"TUPELO RESTAURANTS, INC.",2225 Hancock Street,SAN DIEGO,92110,,722511.0,92110,Unanswered,Unknown/NotStated
JACKSON & BLANC,7929 Arjons Dr,San Diego,92126-4301,,238220.0,92126,Unanswered,Unknown/NotStated
"5TH AXIS, INC.",7140 Engineer Rd.,San Diego,92111-1422,,541330.0,92111,White,Unknown/NotStated
"EVOTEK, INC.",6150 LUSK BLVD STE B204,SAN DIEGO,92121,,541512.0,92121,Unanswered,Unknown/NotStated
"SYNERGY ONE LENDING, INC.",3131 Camino Del Rio N #150,SAN DIEGO,92108-5701,,531210.0,92108,Unanswered,Unknown/NotStated
WMBE PAYROLLING INC.,9475 Chesapeake Drive,San Diego,92123,,561320.0,92123,Unanswered,Unknown/NotStated
LIBERTY AMBULANCE LLC,9770 CANDIDA ST,SAN DIEGO,92126-4536,,485999.0,92126,White,Hispanic or Latino
USS MIDWAY MUSEUM,910 HARBOR DR,SAN DIEGO,92101,,712110.0,92101,Unanswered,Unknown/NotStated
NOBLE HOUSE SHELTER POINTE LLC,1551 SHELTER ISLAND DR,SAN DIEGO,92106-3102,,721110.0,92106,Unanswered,Unknown/NotStated
BYCOR GENERAL CONTRACTORS INC.,6490 Marindustry Dr Ste A,San Diego,92121-2563,,236220.0,92121,Unanswered,Not Hispanic or Latino
ENCORE SEMI INC,9444 WAPLES ST STE 150,SAN DIEGO,92121-2941,,541330.0,92121,Unanswered,Unknown/NotStated
TEXAS TELEVISION INC,4575 VIEWRIDGE AVE,SAN DIEGO,92123-1623,,515120.0,92123,Unanswered,Unknown/NotStated
"ATLAS MECHANICAL, INC","8260 Camino Santa Fe, Ste B",San Diego,92121,,238220.0,92121,Unanswered,Unknown/NotStated
STELVIO TRANSPORT LLC,1455 Frazee Rd Suite 500,SAN DIEGO,92108,,492210.0,92108,Unanswered,Unknown/NotStated
SAN DIEGO JEWISH ACADEMY,11860 CARMEL CREEK RD,SAN DIEGO,92130-2474,,611110.0,92130,Unanswered,Unknown/NotStated
ALL STAR GLASS INC,1845 Morena Blvd,San Diego,92110,,811122.0,92110,Unanswered,Unknown/NotStated
COASTAL MARINE SERVICES INC.,2255 national ave,SAN DIEGO,92113,,238310.0,92113,Unanswered,Unknown/NotStated
MCKINNON BROADCASTING COMPANY INC,4575 Viewridge Ave,San Diego,92123-1623,,515120.0,92123,Unanswered,Unknown/NotStated
"BILL HOWE PLUMBING, INC.",9085 Aero Drive Suite B,San Diego,92123,,238220.0,92123,White,Not Hispanic or Latino
"BIONANO GENOMICS, INC.","9540 TOWNE CENTRE DR., ST 100",SAN DIEGO,92121-1988,,541713.0,92121,White,Not Hispanic or Latino
MOUNA ZINBI,4653 Carmel Mountain Rd Ste 308-320,San Diego,92130-6650,,541214.0,92130,White,Not Hispanic or Latino
"SOCAL SERVICES, INC",6050 Santo Road,San Diego,92124-1194,,561311.0,92124,Unanswered,Unknown/NotStated
RF INDUSTRIES,7610 Miramar Rd Ste 6000,SAN DIEGO,92126,,334417.0,92126,Unanswered,Unknown/NotStated
ADAMIS PHARMACEUTICALS CORPORATION,11682 El Camino Real Ste 300,San Diego,92130-2048,,325411.0,92130,Unanswered,Unknown/NotStated
"PACIFIC MARITIME GROUP, INC.",1444 Cesar E Chavez Pkwy,San Diego,92113-2132,,483111.0,92113,Unanswered,Unknown/NotStated
"SUN DISTRIBUTING COMPANY, LLC",9090 KENAMAR DR STE B,SAN DIEGO,92121,,492110.0,92121,Unanswered,Unknown/NotStated
CLEAR BLUE ENERGY CORP.,17150 Via Del Campo STE 203,SAN DIEGO,92127,,334513.0,92127,Unanswered,Unknown/NotStated
"NITTO BIOPHARMA, INC.",10628 SCIENCE CENTER DR,SAN DIEGO,92121,,325412.0,92121,Unanswered,Unknown/NotStated
"MOSSY AUTOMOTIVE GROUP, INC.",4555 Mission Bay Drive,San Diego,92109,"Toyota Motors Sales, U.S.A., Inc. - Dealer Agreement",441110.0,92109,Unanswered,Unknown/NotStated
NEIL PATEL DIGITAL LLC,750 B Street Suite 1400,SAN DIEGO,92101,,519130.0,92101,Unanswered,Unknown/NotStated
COURTESY CHEVROLET CENTER,750 CAMINO DEL RIO N,SAN DIEGO,92108-3207,"General Motors, LLC (Chevrolet, Buick, GM, Cadillac) Dealer Sales and Service Agreement",441110.0,92108,Unanswered,Unknown/NotStated
"SOLID PROPERTY SERVICES, INC.",5820 Miramar Rd. Suite 200,SAN DIEGO,92121-2525,,236220.0,92121,Unanswered,Unknown/NotStated
"ENGINEERING PARTNERS INC, THE",10150 MEANLEY DR STE 200,SAN DIEGO,92131-3008,,541330.0,92131,Unanswered,Unknown/NotStated
"BKM OFFICEWORKS, LLC",4780 EASTGATE MALL #100,SAN DIEGO,92121-1970,,423210.0,92121,Unanswered,Unknown/NotStated
SAYVA SOLUTIONS INC,3636 Nobel Dr Ste 400,San Diego,92122-1042,,541990.0,92122,Unanswered,Unknown/NotStated
SAYVA SOLUTIONS INC,3636 NOBEL DR SUITE 400,SAN DIEGO,92122-1001,,561312.0,92122,Unanswered,Unknown/NotStated
"CASTER PROPERTIES, INC",4607 Mission Gorge Place,San Diego,92120,,531311.0,92120,Unanswered,Unknown/NotStated
PCPR LLC,1775 HANCOCK STREET STE 200,SAN DIEGO,92110-2036,,541214.0,92110,Unanswered,Unknown/NotStated
BROADWAY TYPEWRITER CO. INC,1055   6TH AVE Ste 101,SAN DIEGO,92101-5201,,453998.0,92101,Unanswered,Unknown/NotStated
PACKARD PACIFICA INC.,9555 Chesapeake Dr Ste 202,San Diego,92123-6394,,721110.0,92123,White,Not Hispanic or Latino
"ALPHA MECHANICAL, INC.",4885 GREENCRAIG LN,SAN DIEGO,92123-1664,,238220.0,92123,White,Not Hispanic or Latino
SWVP WARNER CENTER HOTEL LLC,12770 El Camino Real STE 200,SAN DIEGO,92130-2007,,721110.0,92130,Unanswered,Unknown/NotStated
"XCOM LABS, INC.",9530 TOWNE CENTRE DR STE 220,SAN DIEGO,92121-5201,,517312.0,92121,Unanswered,Unknown/NotStated
ADVANTAGE HEALTH SYSTEMS,9663 TIERRA GRANDE STREET SUITE 101,SAN DIEGO,92126,,621610.0,92126,Asian,Not Hispanic or Latino
TRIGILD MANAGEMENT SERVICES INC.,9339 Genesee Ave Ste 130,San Diego,92121-2120,,531120.0,92121,Unanswered,Unknown/NotStated
TRIGILD MANAGEMENT SERVICES INC.,9339 GENESEE AVE Suite 130,SAN DIEGO,92121-2105,,531311.0,92121,Unanswered,Unknown/NotStated
SWVP WARNER CENTER HOTEL LLC,12770 El Camino Real Ste 200,San Diego,92130-2247,Marriott/JW Marriott,721110.0,92130,Unanswered,Unknown/NotStated
DIETZ GILMOR & ASSOCIATES A PROFESSION,9665 GRANITE RIDGE DR SUITE 110,SAN DIEGO,92123-2659,,541110.0,92123,Unanswered,Unknown/NotStated
NUCLEUSHEALTH LLC,13280 EVENING CREEK DR SUITE 110,SAN DIEGO,92128-4109,,541519.0,92128,Unanswered,Unknown/NotStated
"GTM WHOLESALE LIQUIDATORS, INC.",1462 CORPORATE CENTER DR STE 130,SAN DIEGO,92154-6662,,327110.0,92154,Unanswered,Unknown/NotStated
MORTGAGE CAPITAL TRADING INC.,350 10TH AVE STE 850,SAN DIEGO,92101,,541611.0,92101,White,Not Hispanic or Latino
"CORNERSTONE FIRST MORTGAGE, INC.",2655 CAMINO DEL RIO N Ste 450,SAN DIEGO,92108-1603,,522310.0,92108,White,Unknown/NotStated
NATIONAL ELECTRIC WORKS INC,4440 RAINIER AVE,SAN DIEGO,92120-3306,,238210.0,92120,Unanswered,Unknown/NotStated
"PACIFIC MARITIME GROUP, INC.",1444 Cesar East Chavez Parkway,SAN DIEGO,92113-2132,,488310.0,92113,Unanswered,Unknown/NotStated
RIVO HOLDINGS LLC,530 B St Ste 2300,San Diego,92101-4454,,561422.0,92101,Unanswered,Unknown/NotStated
"NATIONAL AIR, INC.",2053 KURTZ ST,SAN DIEGO,92110-2014,,531312.0,92110,Unanswered,Unknown/NotStated
SOTERA WIRELESS INC,10020 HUENNEKENS ST,SAN DIEGO,92121-2966,,333249.0,92121,Unanswered,Unknown/NotStated
SUPPLYPRO INC.,9401 Waples St,San Diego,92121-3920,,423830.0,92121,Unanswered,Unknown/NotStated
B&M NOBLE CO,8480 MIRALANI DR,SAN DIEGO,92126-4349,,423310.0,92126,Unanswered,Unknown/NotStated
CLEAR BLUE ENERGY CORPORATION,17150 Via del Campo Ste 203,San Diego,92127-2139,,237130.0,92127,Unanswered,Unknown/NotStated
"ETC BUILDING & DESIGN, INC",6805 Nancy Ridge Drive,San Diego,92121,,541990.0,92121,Unanswered,Unknown/NotStated
TALLEN TECHNOLOGY RENTALS INC,3517 CAMINO DEL RIO,SAN DIEGO,92108-4029,,532490.0,92108,Unanswered,Unknown/NotStated
"PETTIT KOHN INGRASSIA LUTZ & DOLIN, A PROFESSIONAL CORPORATI","11622 EL CAMINO REAL, Ste 300",SAN DIEGO,92130-2048,,541110.0,92130,Unanswered,Unknown/NotStated
SWVP HILTON HEAD LLC,12770 El Camino Real Ste 200,San Diego,92130-2247,Westin,721110.0,92130,Unanswered,Unknown/NotStated
SWVP NEW ORLEANS LLC,12770 El Camino Real Ste 200,San Diego,92130-2247,,721110.0,92130,Unanswered,Unknown/NotStated
HARDAGE HOSPITALITY LLC,12555 High Bluff Dr Ste 330,San Diego,92130-3005,,721110.0,92130,White,Not Hispanic or Latino
"SYNERGY SPECIALIST MEDICAL GROUP, INC.",445 EASTGATE MALL #103,SAN DIEGO,92121-1979,,621111.0,92121,Unanswered,Unknown/NotStated
GEOCON INCORPORATED,6960 FLANDERS DR,SAN DIEGO,92121,,541330.0,92121,Unanswered,Unknown/NotStated
QUARTUS ENGINEERING INCORPORATED,9689 Towne Centre Dr,San Diego,92121-1964,,541330.0,92121,Unanswered,Unknown/NotStated
RHINO LININGS CORPORATION,9747 Businesspark Ave,San Diego,92131-1661,,424690.0,92131,Unanswered,Unknown/NotStated
SAN DIEGO CONVENTION AND TOURIST BUREAU,750 B St Ste 1500,San Diego,92101-8131,,561591.0,92101,Unanswered,Unknown/NotStated
"COMPANION MEDICAL, INC.",11011 Via Frontera. Suite D. 0.0,San Diego,92127-1752,,339112.0,92127,Unanswered,Unknown/NotStated
WHALEN LLC,1578 Airwing Road,SAN DIEGO,92154-7706,,423220.0,92154,Unanswered,Unknown/NotStated
VIETNAM VETERANS OF SAN DIEGO,4141 Pacific Hwy,San Diego,92110-2030,,813319.0,92110,Unanswered,Unknown/NotStated
MIVA INC,16745 West Bernardo Drive Suite 400,SAN DIEGO,92127-1903,,541511.0,92127,Unanswered,Unknown/NotStated
"IMAGEWARE SYSTEMS, INC.",13500 EVENING CREEK DR,SAN DIEGO,92128-8125,,511210.0,92128,Unanswered,Unknown/NotStated
NATIONAL MARINE MAMMAL FOUNDATION INC,2240 SHELTER ISLAND DR STE 200,SAN DIEGO,92106,,541940.0,92106,Unanswered,Unknown/NotStated
"CRI GLOBAL, LLC","2245 SAN DIEGO AVE., #127",SAN DIEGO,92110-2942,,423990.0,92110,Unanswered,Unknown/NotStated
NEW VISION DRYWALL INC,4204 JUTLAND DR SUITE A-2,SAN DIEGO,92117-3655,,238310.0,92117,Unanswered,Unknown/NotStated
"POWER DIGITAL MARKETING, INC",2251 San Diego Ave Suite A250,SAN DIEGO,92110-2984,,541613.0,92110,Unanswered,Unknown/NotStated
"R.A. SNYDER PROPERTIES, INC.",2399 Camino Del Rio South,SAN DIEGO,92108-3606,,531110.0,92108,Unanswered,Unknown/NotStated
"GRADUS MANAGEMENT, INC","2727 Camino Del Rio South, Suite 310",SAN DIEGO,92108-3700,,531210.0,92108,Unanswered,Unknown/NotStated
SWVP MDM LLC,12770 El Camino Real Ste 200,San Diego,92130-2247,Marriott/JW Marriott,721110.0,92130,Unanswered,Unknown/NotStated
SD6M GROUP LLC,600 5th Ave,San Diego,92101-6916,,722410.0,92101,Unanswered,Unknown/NotStated
"MOEBIUS SOLUTIONS, INC.",6480 WEATHERS PL STE 250,SAN DIEGO,92121-3922,,541511.0,92121,White,Not Hispanic or Latino
R.E. STAITE ENGINEERING INC.,2145 Belt St,San Diego,92113-2213,,237990.0,92113,Unanswered,Unknown/NotStated
SCILEX PHARMACEUTICALS INC.,4955 Directors Place,SAN DIEGO,92121,,325412.0,92121,Unanswered,Unknown/NotStated
"GREATER SAN DIEGO AIR CONDITIONING COMPANY, INC.",3883 Ruffin Road Suite C,San Diego,92123-1813,,238220.0,92123,Unanswered,Unknown/NotStated
"SAN DIEGO IMAGING MANAGEMENT, INC.",8745 Aero Drive Suite 200,San Diego,92123,,621111.0,92123,Unanswered,Unknown/NotStated
ADVANTAGE HEALTH SYSTEMS,9663 Tierra Grande St Ste 101,San Diego,92126-4569,,621610.0,92126,Asian,Not Hispanic or Latino
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,8949 Kenamar Dr Ste 101,San Diego,92121-2435,,238210.0,92121,Unanswered,Not Hispanic or Latino
"SULLIVAN SOLAR POWER OF CALIFORNIA, INC.","8949 Kenamar Drive, Suite 101",San Diego,92121-2435,,238210.0,92121,Unanswered,Not Hispanic or Latino
SIGNATURE ANALYTICS LLC,10120 Pacific Heights Blvd Ste 110,San Diego,92121-4210,,541618.0,92121,Unanswered,Unknown/NotStated
SIGNATURE ANALYTICS LLC,"10120 Pacific Heights Blvd, suite 110",San Diego,92121-4205,,541618.0,92121,Unanswered,Unknown/NotStated
CATHOLIC CHARITIES DIOCESE OF SAN DIEGO,3888 Paducah Dr,SAN DIEGO,92117-5349,,813110.0,92117,Unanswered,Unknown/NotStated
TOMATOES EXTRAORDINAIRE INC.,1929 Hancock St Ste 150,San Diego,92110-2062,,424480.0,92110,Unanswered,Unknown/NotStated
"HARD WORK TOO, INC.",2225 Hancock Street,SAN DIEGO,92110,,722511.0,92110,Unanswered,Unknown/NotStated
"INDEPENDENT FINANCIAL GROUP, INC.",12671 High Bluff Drive #200,San Diego,92130,,523120.0,92130,Unanswered,Unknown/NotStated
"APPROVED TRANSPORTATION & WAREHOUSING, LTD.","9089 CLAIREMONT MESA BLVD, Suite 301",SAN DIEGO,92123-1207,,484230.0,92123,Unanswered,Unknown/NotStated
"KINETICOM, INC",8885 Rio San Diego Dr. Ste 210,SAN DIEGO,92108-1601,,561311.0,92108,Unanswered,Unknown/NotStated
"MADCAP SOFTWARE, INC.",9191 Rown Centre Drive Suite 150,San Diego,92122-1261,,423430.0,92122,Unanswered,Unknown/NotStated
KRG KINGS LLC,12730 HIGH BLUFF DR,SAN DIEGO,92130-3023,,722511.0,92130,Unanswered,Unknown/NotStated
SEMANTIC AI INC,4922 N HARBOR DR,SAN DIEGO,92106-2306,,511210.0,92106,Unanswered,Unknown/NotStated
OLD TOWN FAMILY HOSPITALITY CORP,2754 Calhoun St,San Diego,92110,,721110.0,92110,Unanswered,Unknown/NotStated
"CREW BUILDERS, INC.",6205 LUSK BLVD Ste 100,SAN DIEGO,92121-3745,,236220.0,92121,Unanswered,Unknown/NotStated
LATE MORNINGS INC,1909 India St,San Diego,92101-2214,,722511.0,92101,Unanswered,Not Hispanic or Latino
URBAN CORPS OF SAN DIEGO COUNTY,3127 Jefferson St,San Diego,92110-4422,,624310.0,92110,Unanswered,Unknown/NotStated
"MINDTOUCH, INC.",101 West Broadway Suite 1500,San Diego,92101,,541519.0,92101,Unanswered,Unknown/NotStated
PROCEDE SOFTWARE LP,4625  BRINNELL ST,SAN DIEGO,92111-2301,,334614.0,92111,Unanswered,Unknown/NotStated
VETERANS MEDICAL RESEARCH FOUNDATION,3350 La Jolla Village Dr. (151A),San Diego,92161,,541713.0,92161,Unanswered,Unknown/NotStated
"S.V.D.P. MANAGEMENT, INC.",3350 E ST,SAN DIEGO,92102,,624229.0,92102,Unanswered,Unknown/NotStated
S.V.D.P. MANAGEMENT INC.,3350 E St,San Diego,92102-3332,,624229.0,92102,Unanswered,Unknown/NotStated
"GEOCON WEST, INC.",6960 FLANDERS DR,SAN DIEGO,92121,,541330.0,92121,Unanswered,Unknown/NotStated
